11520
0,0,0,0,0,0;-0.05527133764063153
0,0,0,0,0,1;-0.017692762196677776
0,0,0,0,0,2;-0.07232254914471871
0,0,0,0,0,3;-0.13992169616473304
0,0,0,0,0,4;-0.03766424889253403
0,0,0,0,1,0;-0.007040097918118878
0,0,0,0,1,1;-0.0064648942687610626
0,0,0,0,1,2;-0.11441493350687384
0,0,0,0,1,3;0.0027534481023227366
0,0,0,0,1,4;-0.19820796413587777
0,0,0,0,2,0;-8.65072255684213E-4
0,0,0,0,2,1;-0.06907230566983462
0,0,0,0,2,2;-0.002087345718232536
0,0,0,0,2,3;4.991971590643002E-4
0,0,0,0,2,4;-0.005700396386764426
0,0,0,0,3,0;-0.09237404785177933
0,0,0,0,3,1;-0.008515028422580378
0,0,0,0,3,2;-0.005267198353103597
0,0,0,0,3,3;-0.07954199592260408
0,0,0,0,3,4;-0.005694869729837151
0,0,0,0,4,0;-0.05786084420427977
0,0,0,0,4,1;-0.1024274721526124
0,0,0,0,4,2;-0.016924451225528304
0,0,0,0,4,3;-0.14424409097379529
0,0,0,0,4,4;-0.015718082224822898
0,0,0,0,5,0;-0.11256300516887527
0,0,0,0,5,1;-0.2032256287973369
0,0,0,0,5,2;-0.03946707492635295
0,0,0,0,5,3;-0.056916249693321826
0,0,0,0,5,4;-0.022979960490629264
0,0,0,1,0,0;-0.02004472661158191
0,0,0,1,0,1;-0.023855742957098927
0,0,0,1,0,2;-0.08654552326692286
0,0,0,1,0,3;-0.019434159937633495
0,0,0,1,0,4;-0.22719043206905365
0,0,0,1,1,0;-0.0021368851492145806
0,0,0,1,1,1;-0.006841733481557394
0,0,0,1,1,2;-0.009947597718756446
0,0,0,1,1,3;-0.028530380253892238
0,0,0,1,1,4;-0.010062915789469475
0,0,0,1,2,0;0.014970711680600032
0,0,0,1,2,1;0.0730307687198513
0,0,0,1,2,2;0.01824978638040753
0,0,0,1,2,3;-0.0019802749494084847
0,0,0,1,2,4;0.016186781080364834
0,0,0,1,3,0;-0.00312706296370262
0,0,0,1,3,1;-0.005199403373588689
0,0,0,1,3,2;-0.0052735453902060655
0,0,0,1,3,3;-0.0025645928328720145
0,0,0,1,3,4;-0.17519789735668057
0,0,0,1,4,0;-0.04604938427136836
0,0,0,1,4,1;-0.0029454421934284143
0,0,0,1,4,2;-0.009663607134020057
0,0,0,1,4,3;-0.013832354429053404
0,0,0,1,4,4;0.04586733973419792
0,0,0,1,5,0;-0.037753585819819184
0,0,0,1,5,1;-0.08982501028404972
0,0,0,1,5,2;-0.13426319543628412
0,0,0,1,5,3;-0.0358587604264591
0,0,0,1,5,4;-0.1230351557416452
0,0,0,2,0,0;-0.10996138898292211
0,0,0,2,0,1;-0.00938152699247675
0,0,0,2,0,2;-0.0035381831447545316
0,0,0,2,0,3;-0.010864227940367621
0,0,0,2,0,4;-0.007593137664916526
0,0,0,2,1,0;-5.238130021714546E-4
0,0,0,2,1,1;-0.1027367184179084
0,0,0,2,1,2;-0.00181171
0,0,0,2,1,3;-0.004424821124150762
0,0,0,2,1,4;-0.007038578031091843
0,0,0,2,2,0;-0.0030531432189702997
0,0,0,2,2,1;-9.316933352417853E-4
0,0,0,2,2,2;0.0046830230116368336
0,0,0,2,2,3;-0.0010747456574813966
0,0,0,2,2,4;4.093190000000001E-4
0,0,0,2,3,0;-0.001807433784610698
0,0,0,2,3,1;-0.0030557593799716465
0,0,0,2,3,2;-0.0012056729685006352
0,0,0,2,3,3;0.006553700129298127
0,0,0,2,3,4;0.0
0,0,0,2,4,0;-0.008361859906166655
0,0,0,2,4,1;-0.007056554521645416
0,0,0,2,4,2;-0.009312421386269747
0,0,0,2,4,3;-0.00984048606386161
0,0,0,2,4,4;-0.008599070622851677
0,0,0,2,5,0;-0.023559856518001583
0,0,0,2,5,1;-0.017575951114010717
0,0,0,2,5,2;-0.08360296524454928
0,0,0,2,5,3;-0.015276028774541386
0,0,0,2,5,4;-0.02033629605776546
0,0,0,3,0,0;-0.008006090688721513
0,0,0,3,0,1;-0.007592318382941128
0,0,0,3,0,2;-0.006709569145619799
0,0,0,3,0,3;-0.0017857609236871517
0,0,0,3,0,4;-0.0029013478430521635
0,0,0,3,1,0;0.0
0,0,0,3,1,1;-0.00328881138488015
0,0,0,3,1,2;0.00109
0,0,0,3,1,3;0.0
0,0,0,3,1,4;-0.005702826244955625
0,0,0,3,2,0;-0.0019000000000000002
0,0,0,3,2,1;-9.31070852899764E-4
0,0,0,3,2,2;-0.004150140652096826
0,0,0,3,2,3;-7.678752515465643E-4
0,0,0,3,2,4;3.0511111904188437E-4
0,0,0,3,3,0;-0.001
0,0,0,3,3,1;-0.0039121888424661095
0,0,0,3,3,2;-0.0033875817621262074
0,0,0,3,3,3;-0.001
0,0,0,3,3,4;0.0
0,0,0,3,4,0;-9.100000000000001E-4
0,0,0,3,4,1;-0.0019000000000000002
0,0,0,3,4,2;-0.0034623520575177104
0,0,0,3,4,3;-0.008374522107845027
0,0,0,3,4,4;-0.005127971493182518
0,0,0,3,5,0;-0.00199
0,0,0,3,5,1;-0.0067904970549380345
0,0,0,3,5,2;-0.004398325559182184
0,0,0,3,5,3;-0.0015908676939020423
0,0,0,3,5,4;-0.003736541150768909
0,0,0,4,0,0;-0.0012153575036955558
0,0,0,4,0,1;-0.00378632603006703
0,0,0,4,0,2;-0.06718609577986372
0,0,0,4,0,3;-3.988356738729524E-5
0,0,0,4,0,4;0.007903377405727373
0,0,0,4,1,0;-0.002827350585329108
0,0,0,4,1,1;0.009994313931859757
0,0,0,4,1,2;0.007485385996585058
0,0,0,4,1,3;-0.002003565371741688
0,0,0,4,1,4;-0.0019000000000000002
0,0,0,4,2,0;0.0
0,0,0,4,2,1;-0.0029864527740535505
0,0,0,4,2,2;-0.005332290117239344
0,0,0,4,2,3;1.785780999999999E-4
0,0,0,4,2,4;0.0
0,0,0,4,3,0;0.0
0,0,0,4,3,1;0.0
0,0,0,4,3,2;0.0
0,0,0,4,3,3;0.0
0,0,0,4,3,4;0.0
0,0,0,4,4,0;-0.005616520392868194
0,0,0,4,4,1;-0.0019810900000000005
0,0,0,4,4,2;-0.005866620401687366
0,0,0,4,4,3;-0.003956934192360541
0,0,0,4,4,4;-0.0020481276913831897
0,0,0,4,5,0;-0.00556874148726881
0,0,0,4,5,1;-0.10680044000037914
0,0,0,4,5,2;-0.03152567478389791
0,0,0,4,5,3;-0.010000199141976824
0,0,0,4,5,4;-0.0018181000000000004
0,0,0,5,0,0;-0.0030200957084937936
0,0,0,5,0,1;-0.007297318973680691
0,0,0,5,0,2;-0.005173463981357062
0,0,0,5,0,3;-0.00496884753469954
0,0,0,5,0,4;-0.006834538799272916
0,0,0,5,1,0;-0.0015929596841187423
0,0,0,5,1,1;0.001163301023587114
0,0,0,5,1,2;-0.005005580287820922
0,0,0,5,1,3;-0.0025923808378914928
0,0,0,5,1,4;-0.004153002643524691
0,0,0,5,2,0;0.0
0,0,0,5,2,1;0.0014813009079783562
0,0,0,5,2,2;-0.0019885092089001717
0,0,0,5,2,3;-0.002810856018660317
0,0,0,5,2,4;-0.002888839699131176
0,0,0,5,3,0;-0.00334819
0,0,0,5,3,1;-0.00334819
0,0,0,5,3,2;-0.00730586074611983
0,0,0,5,3,3;0.0010090000000000001
0,0,0,5,3,4;-0.00154819
0,0,0,5,4,0;-0.0031240989492195537
0,0,0,5,4,1;-0.0027107290000000003
0,0,0,5,4,2;-0.0019000000000000002
0,0,0,5,4,3;-0.004349530946575212
0,0,0,5,4,4;-0.0012180186049212064
